Academy College (Bloomington, MN)
Rocky Mountain College (Billings, MT)
Rocky Mountain College of Art and Design (Lakewood, CO)
Rocky Mountain University of Health Professions (Provo, UT)
Rocky Vista University (Parker, CO)
Roger Williams University (Bristol, RI)
Roger Williams University School of Law (Bristol, RI)
Rogers Academy of Hair Design (Evansville, IN)
Rogers State University (Claremore, OK)
Rogue Community College (Grants Pass, OR)
Rolla Technical Institute/Center (Rolla, MO)
Rollins College (Winter Park, FL)
Rose State College (Midwest City, OK)
Rose-Hulman Institute of Technology (Terre Haute, IN)
Rosedale Bible College (Irwin, OH)
Rosedale Technical College (Pittsburgh, PA)
Roseman University of Health Sciences (Henderson, NV)
Rosemead Beauty School (Rosemead, CA)
Rosemont College (Rosemont, PA)
Ross College-Canton (Canton, OH)
Ross College-Grand Rapids North (Grand Rapids, MI)
Ross College-Hopkinsville (Hopkinsville, KY)
Ross College-Sylvania (Sylvania, OH)
Ross Medical Education Center - Kalamazoo (Kalamazoo, MI)
Ross Medical Education Center-Ann Arbor (Ann Arbor, MI)
Ross Medical Education Center-Battle Creek (Battle Creek, MI)
Ross Medical Education Center-Bowling Green (Bowling Green, KY)
Ross Medical Education Center-Brighton (Brighton, MI)
Ross Medical Education Center-Canton (Canton, MI)
Ross Medical Education Center-Charleston (Charleston, WV)
Ross Medical Education Center-Cincinnati (Cincinnati, OH)
Ross Medical Education Center-Davison (Davison, MI)
Ross Medical Education Center-Dayton (Dayton, OH)
Ross Medical Education Center-Elyria (Elyria, OH)
Ross Medical Education Center-Erlanger (Erlanger, KY)
Ross Medical Education Center-Evansville (Evansville, IN)
Ross Medical Education Center-Flint (Flint, MI)
Ross Medical Education Center-Fort Wayne (Fort Wayne, IN)
Ross Medical Education Center-Granger (Granger, IN)
Ross Medical Education Center-Huntsville (Huntsville, AL)
Ross Medical Education Center-Johnson City (Johnson City, TN)
Ross Medical Education Center-Kentwood (Kentwood, MI)
Ross Medical Education Center-Knoxville (Knoxville, TN)
Ross Medical Education Center-Kokomo (Kokomo, IN)
Ross Medical Education Center-Lafayette (Lafayette, IN)
Ross Medical Education Center-Lansing (Lansing, MI)
Ross Medical Education Center-Madison Heights (Madison Heights, MI)
Ross Medical Education Center-Midland (Midland, MI)
Ross Medical Education Center-Morgantown (Morgantown, WV)
Ross Medical Education Center-Muncie (Muncie, IN)
Ross Medical Education Center-New Baltimore (New Baltimore, MI)
Ross Medical Education Center-Niles (Niles, OH)
Ross Medical Education Center-Ontario (Ontario, OH)
Ross Medical Education Center-Owensboro (Owensboro, KY)
Ross Medical Education Center-Port Huron (Port Huron, MI)
Ross Medical Education Center-Roosevelt Park (Roosevelt Park, MI)
Ross Medical Education Center-Saginaw (Saginaw, MI)
Ross Medical Education Center-Taylor (Taylor, MI)
Rosslyn Training Academy of Cosmetology (Aguada, PR)
Rowan College at Burlington County (Mount Laurel, NJ)
Rowan College of South Jersey Gloucester Campus (Sewell, NJ)
Rowan University (Glassboro, NJ)
Rowan-Cabarrus Community College (Salisbury, NC)
Roxborough Memorial Hospital School of Nursing (Philadelphia, PA)
Roxbury Community College (Roxbury Crossing, MA)
Royal Learning Institute (Jackson Heights, NY)
Royal Learning Institute (New York, NY)
Royale College of Beauty and Barbering (Temecula, CA)
Ruben's Five Star Academy (Lake Wales, FL)
Rudae's School of Beauty Culture-Ft Wayne (Fort Wayne, IN)
Rudy & Kelly Academy, A Paul Mitchell Partner School (Virginia Beach, VA)
Russell Sage College (Troy, NY)
Rust College (Holly Springs, MS)
Rutgers University (Newark, NJ)
Rutgers University-Camden (Camden, NJ)
Rutgers, The State University of New Jersey (New Brunswick, NJ)
SABER College (Miami, FL)
SAE Expression College (Emeryville, CA)
SAE Institute of Technology-Atlanta (Atlanta, GA)
SAE Institute of Technology-Miami (North Miami Beach, FL)
SAE Institute of Technology-Nashville (Nashville, TN)
SAE Institute of Technology-New York (New York, NY)
SANS Technology Institute (North Bethesda, MD)
SIT Graduate Institute (Brattleboro, VT)
SOWELA Technical Community College (Lake Charles, LA)
SUM Bible College and Theological Seminary (El Dorado Hills, CA)
SUNY Adirondack (Queensbury, NY)
SUNY Brockport (Brockport, NY)
SUNY Broome Community College (Binghamton, NY)
SUNY Buffalo State (Buffalo, NY)
SUNY College at Geneseo (Geneseo, NY)
SUNY College at Old Westbury (Old Westbury, NY)
SUNY College at Oswego (Oswego, NY)
SUNY College at Plattsburgh (Plattsburgh, NY)
SUNY College at Potsdam (Potsdam, NY)
SUNY College of Agriculture and Technology at Cobleskill (Cobleskill, NY)
SUNY College of Environmental Science and Forestry (Syracuse, NY)
SUNY College of Optometry (New York, NY)
SUNY College of Technology at Alfred (Alfred, NY)
SUNY College of Technology at Canton (Canton, NY)
SUNY College of Technology at Delhi (Delhi, NY)
SUNY Corning Community College (Corning, NY)
SUNY Cortland (Cortland, NY)
SUNY Downstate Health Sciences University (Brooklyn, NY)
SUNY Empire State College (Saratoga Springs, NY)
SUNY Maritime College (Throggs Neck, NY)
SUNY Morrisville (Morrisville, NY)
SUNY Oneonta (Oneonta, NY)
SUNY Polytechnic Institute (Utica, NY)
SUNY Westchester Community College (Valhalla, NY)
SUNY at Albany (Albany, NY)
SUNY at Binghamton (Vestal, NY)
SUNY at Fredonia (Fredonia, NY)
SUNY at Purchase College (Purchase, NY)
SUNY-System Office (Albany, NY)
Sacramento City College (Sacramento, CA)
Sacramento Ultrasound Institute (Sacramento, CA)
Sacred Heart Major Seminary (Detroit, MI)
Sacred Heart University (Fairfield, CT)
Saddleback College (Mission Viejo, CA)
Sage School of Massage & Esthetics (Bend, OR)
Saginaw Chippewa Tribal College (Mount Pleasant, MI)
Saginaw Valley State University (University Center, MI)
Saint Anselm College (Manchester, NH)
Saint Augustine's University (Raleigh, NC)
Saint Charles Borromeo Seminary-Overbrook (Wynnewood, PA)
Saint Edward's University (Austin, TX)
Saint Elizabeth College of Nursing (Utica, NY)
Saint Elizabeth School of Nursing (Lafayette, IN)
Saint Elizabeth University (Morristown, NJ)
Saint Francis Medical Center School of Nursing (Trenton, NJ)
Saint Francis University (Loretto, PA)
Saint John Fisher College (Rochester, NY)
Saint John's Seminary (Brighton, MA)
Saint Johns River State College (Palatka, FL)
Saint Joseph Seminary College (St. Benedict, LA)
Saint Joseph's College of Maine (Standish, ME)
Saint Joseph's University (Philadelphia, PA)
Saint Leo University (Saint Leo, FL)
Saint Louis Christian College (Florissant, MO)
Saint Louis Community College (Bridgeton, MO)
Saint Louis University-Main Campus (Saint Louis, MO)
Saint Luke's College of Health Sciences (Kansas City, MO)
Saint Martin's University (Lacey, WA)
Saint Mary's College (Notre Dame, IN)
Saint Mary's College of California (Moraga, CA)
Saint Mary-of-the-Woods College (Saint Mary of the Woods, IN)
Saint Meinrad School of Theology (St. Meinrad, IN)
Saint Michael College of Allied Health (Washington, DC)
Saint Michael's College (Colchester, VT)
Saint Paul School of Theology (Leawood, KS)
Saint Peter's University (Jersey City, NJ)
Saint Vincent College (Latrobe, PA)
Saint Vincent Seminary (Latrobe, PA)
Saint Vincent de Paul Regional Seminary (Boynton Beach, FL)
Saint Vladimirs Orthodox Theological Seminary (Yonkers, NY)
Salem College (Winston-Salem, NC)
Salem College of Hairstyling (Rolla, MO)
Salem Community College (Carneys Point, NJ)
Salem State University (Salem, MA)
Salem University (Salem, WV)
Salina Area Technical College (Salina, KS)
Saline County Career Center (Marshall, MO)
Salisbury University (Salisbury, MD)
Salish Kootenai College (Pablo, MT)
Salon & Spa Institute (Brownsville, TX)
Salon Boutique Academy (Addison, TX)
Salon Institute-Toledo Campus (Toledo, OH)
Salon Professional Academy of San Antonio (San Antonio, TX)
Salon Success Academy-Corona (Corona, CA)
Salon Success Academy-Fontana (Fontana, CA)
Salon Success Academy-Redlands (Redlands, CA)
Salon Success Academy-Riverside (Riverside, CA)
Salon Success Academy-Upland (Upland, CA)
Salon Success Academy-West Covina (West Covina, CA)
Salt Lake Community College (Salt Lake City, UT)
Salus University (Elkins Park, PA)
Salve Regina University (Newport, RI)
Sam Houston State University (Huntsville, TX)
Samaritan Hospital School of Nursing (Troy, NY)
Samford University (Birmingham, AL)
Sampson Community College (Clinton, NC)
Samuel Merritt University (Oakland, CA)
San Antonio College (San Antonio, TX)
San Bernardino Beauty College (San Bernardino, CA)
San Bernardino Community College District (San Bernardino, CA)
San Bernardino Valley College (San Bernardino, CA)
San Diego Christian College (Santee, CA)
San Diego City College (San Diego, CA)
San Diego Community College District-District Office (San Diego, CA)
San Diego Culinary Institute (La Mesa, CA)
San Diego Global Knowledge University (San Diego, CA)
San Diego Mesa College (San Diego, CA)
San Diego Miramar College (San Diego, CA)
San Diego State University (San Diego, CA)
San Francisco Art Institute (San Francisco, CA)
San Francisco Conservatory of Music (San Francisco, CA)
San Francisco Film School (San Francisco, CA)
San Francisco Institute of Esthetics & Cosmetology Inc (San Francisco, CA)
San Francisco State University (San Francisco, CA)
San Ignacio University (Doral, FL)
San Jacinto Community College (Pasadena, TX)
San Jacinto Community College District - Generation Park Campus (Houston, TX)
San Joaquin College of Law (Clovis, CA)
San Joaquin Delta College (Stockton, CA)
San Joaquin Valley College-Atascadero (Atascadero, CA)
San Joaquin Valley College-Bakersfield (Bakersfield, CA)
San Joaquin Valley College-Central Administrative Office (Visalia, CA)
San Joaquin Valley College-Delano (Delano, CA)
San Joaquin Valley College-Fresno (Fresno, CA)
San Joaquin Valley College-Fresno Aviation (Fresno, CA)
San Joaquin Valley College-Hanford Classroom (Hanford, CA)
San Joaquin Valley College-Hesperia (Hesperia, CA)
San Joaquin Valley College-Lancaster (Lancaster, CA)
San Joaquin Valley College-Madera (Madera, CA)
San Joaquin Valley College-Modesto (Salida, CA)
San Joaquin Valley College-Ontario (Ontario, CA)
San Joaquin Valley College-Porterville (Porterville, CA)
San Joaquin Valley College-Rancho Cordova (Rancho Cordova, CA)
San Joaquin Valley College-Rancho Mirage (Rancho Mirage, CA)
San Joaquin Valley College-Santa Maria (Santa Maria, CA)
San Joaquin Valley College-Temecula (Temecula, CA)
San Joaquin Valley College-Visalia (Visalia, CA)
San Jose City College (San Jose, CA)
San Jose State University (San Jose, CA)
San Jose-Evergreen Community College District (San Jose, CA)
San Juan Bautista School of Medicine (Caguas, PR)
San Juan College (Farmington, NM)
San Mateo County Community College District Office (San Mateo, CA)
Sandhills Community College (Pinehurst, NC)
Sandra Academy of Salon Services, Inc (New Tazewell, TN)
Sandusky Career Center (Sandusky, OH)
Sanford Burnham Prebys Medical Discovery Institute (La Jolla, CA)
Santa Ana Beauty Academy (Santa Ana, CA)
Santa Ana Beauty College (Santa Ana, CA)
Santa Ana College (Santa Ana, CA)
Santa Barbara Business College-Bakersfield (Bakersfield, CA)
Santa Barbara Business College-Santa Maria (Santa Maria, CA)
Santa Barbara City College (Santa Barbara, CA)
Santa Clara University (Santa Clara, CA)
Santa Fe College (Gainesville, FL)
Santa Fe Community College (Santa Fe, NM)
Santa Monica College (Santa Monica, CA)
Santa Rosa Junior College (Santa Rosa, CA)
Santiago Canyon College (Orange, CA)
Sarah Lawrence College (Bronxville, NY)
Sarasota School of Massage Therapy (Sarasota, FL)
Savannah College of Art and Design (Savannah, GA)
Savannah Law School (Savannah, GA)
Savannah State University (Savannah, GA)
Savannah Technical College (Savannah, GA)
Saybrook University (Pasadena, CA)
Schenectady County Community College (Schenectady, NY)
Schiller International University (Tampa, FL)
Schilling-Douglas School of Hair Design LLC (Newark, DE)
School of Automotive Machinists & Technology (Houston, TX)
School of Missionary Aviation Technology (Ionia, MI)
School of Professional Horticulture, New York Botanical Garden (Bronx, NY)
School of Visual Arts (New York, NY)
Schoolcraft College (Livonia, MI)
Schreiner University (Kerrville, TX)
Schuyler Steuben Chemung Tioga Allegany BOCES (Elmira, NY)
Schuylkill Technology Center (Frackville, PA)
Scioto County Career Technical Center (Lucasville, OH)
Scott College of Cosmetology (Wheeling, WV)
Scottsdale Community College (Scottsdale, AZ)
Scripps College (Claremont, CA)
Searcy Beauty College (Searcy, AR)
Seattle Central College (Seattle, WA)
Seattle Film Institute (Seattle, WA)
Seattle Institute of East Asian Medicine (Seattle, WA)
Seattle Pacific University (Seattle, WA)
Seattle University (Seattle, WA)
Sebring Career Schools-Houston (Houston, TX)
Sebring Career Schools-Huntsville (Huntsville, TX)
Seguin Beauty School-New Braunfels (New Braunfels, TX)
Seguin Beauty School-Seguin (Seguin, TX)
Selma University (Selma, AL)
Seminar L'moros Bais Yaakov (Brooklyn, NY)
Seminario Evangelico de Puerto Rico (San Juan, PR)
Seminary Bnos Chaim (Lakewood, NJ)
Seminole State College (Seminole, OK)
Seminole State College of Florida (Sanford, FL)
Sentara College of Health Sciences (Chesapeake, VA)
Sessions College for Professional Design (Tempe, AZ)
Seton Hall University (South Orange, NJ)
Seton Hill University (Greensburg, PA)
Setting the Standard Barbering and Natural Hair Academy (Shreveport, LA)
Seward County Community College (Liberal, KS)
Sh'or Yoshuv Rabbinical College (Lawrence, NY)
Sharon Regional School of Nursing (Sharon, PA)
Sharp Edgez Barber Institute (Rochester, NY)
Sharps Academy of Hair Styling (Grand Blanc, MI)
Shasta Bible College and Graduate School (Redding, CA)
Shasta College (Redding, CA)
Shasta School of Cosmetology (Redding, CA)
Shaw University (Raleigh, NC)
Shawnee Beauty College (Shawnee, OK)
Shawnee State University (Portsmouth, OH)
Shawsheen Valley School of Practical Nursing (Billerica, MA)
Shear Ego International School of Hair Design (Rochester, NY)
Shear Excellence Hair Academy (Tampa, FL)
Shear Finesse Beauty Academy (Jacksonville, FL)
Shear Perfection Academy of Cosmetology (Nashville, TN)
Shelton State Community College (Tuscaloosa, AL)
Shenandoah University (Winchester, VA)
Shepherd University (Shepherdstown, WV)
Shepherds Theological Seminary (Cary, NC)
Sheridan Technical College (Hollywood, FL)
Sherman College of Chiropractic (Spartanburg, SC)
Shippensburg University of Pennsylvania (Shippensburg, PA)
Shoreline Community College (Shoreline, WA)
Shorter College (N Little Rock, AR)
Shorter University (Rome, GA)
Siena College (Loudonville, NY)
Siena Heights University (Adrian, MI)
Sierra College (Rocklin, CA)
Sierra College of Beauty (Merced, CA)
Sierra Nevada University (Incline Village, NV)
Signature Healthcare Brockton Hospital School of Nursing (Brockton, MA)
Simmons College of Kentucky (Louisville, KY)
Simmons University (Boston, MA)
Simpson University (Redding, CA)
Sinclair Community College (Dayton, OH)
Sistema Universitario Ana G. Mendez (Rio Piedras, PR)
Skagit Valley College (Mount Vernon, WA)
Skidmore College (Saratoga Springs, NY)
Skin Institute (Saint Louis, MO)
Skin Science Institute (Sandy, UT)
